variable,Long,column,DataPack file,year
"Selected Labour Force, Education And Migration Characteristics",Migration Lived At Same Address 1 Year Ago 2021 Census Females,Mi_Liv_SA_1yr_ag_C21_F,T29,2021
"Selected Labour Force, Education And Migration Characteristics",Migration Lived At Same Address 1 Year Ago 2021 Census Persons,Mi_Liv_SA_1yr_ag_C21_P,T29,2021
"Selected Labour Force, Education And Migration Characteristics",Migration Lived At Different Address 1 Year Ago 2011 Census Males,Mi_Liv_DA_1yr_ag_C11_M,T29,2011
"Selected Labour Force, Education And Migration Characteristics",Migration Lived At Different Address 1 Year Ago 2011 Census Females,Mi_Liv_DA_1yr_ag_C11_F,T29,2011
"Selected Labour Force, Education And Migration Characteristics",Migration Lived At Different Address 1 Year Ago 2011 Census Persons,Mi_Liv_DA_1yr_ag_C11_P,T29,2011
"Selected Labour Force, Education And Migration Characteristics",Migration Lived At Different Address 1 Year Ago 2016 Census Males,Mi_Liv_DA_1yr_ag_C16_M,T29,2016
"Selected Labour Force, Education And Migration Characteristics",Migration Lived At Different Address 1 Year Ago 2016 Census Females,Mi_Liv_DA_1yr_ag_C16_F,T29,2016
"Selected Labour Force, Education And Migration Characteristics",Migration Lived At Different Address 1 Year Ago 2016 Census Persons,Mi_Liv_DA_1yr_ag_C16_P,T29,2016
"Selected Labour Force, Education And Migration Characteristics",Migration Lived At Different Address 1 Year Ago 2021 Census Males,Mi_Liv_DA_1yr_ag_C21_M,T29,2021
"Selected Labour Force, Education And Migration Characteristics",Migration Lived At Different Address 1 Year Ago 2021 Census Females,Mi_Liv_DA_1yr_ag_C21_F,T29,2021
"Selected Labour Force, Education And Migration Characteristics",Migration Lived At Different Address 1 Year Ago 2021 Census Persons,Mi_Liv_DA_1yr_ag_C21_P,T29,2021
"Selected Labour Force, Education And Migration Characteristics",Migration Lived At Same Address 5 Years Ago 2011 Census Males,Mi_Liv_SA_5yrs_ag_C11_M,T29,2011
"Selected Labour Force, Education And Migration Characteristics",Migration Lived At Same Address 5 Years Ago 2011 Census Females,Mi_Liv_SA_5yrs_ag_C11_F,T29,2011
"Selected Labour Force, Education And Migration Characteristics",Migration Lived At Same Address 5 Years Ago 2011 Census Persons,Mi_Liv_SA_5yrs_ag_C11_P,T29,2011
"Selected Labour Force, Education And Migration Characteristics",Migration Lived At Same Address 5 Years Ago 2016 Census Males,Mi_Liv_SA_5yrs_ag_C16_M,T29,2016
"Selected Labour Force, Education And Migration Characteristics",Migration Lived At Same Address 5 Years Ago 2016 Census Females,Mi_Liv_SA_5yrs_ag_C16_F,T29,2016
"Selected Labour Force, Education And Migration Characteristics",Migration Lived At Same Address 5 Years Ago 2016 Census Persons,Mi_Liv_SA_5yrs_ag_C16_P,T29,2016
"Selected Labour Force, Education And Migration Characteristics",Migration Lived At Same Address 5 Years Ago 2021 Census Males,Mi_Liv_SA_5yrs_ag_C21_M,T29,2021
"Selected Labour Force, Education And Migration Characteristics",Migration Lived At Same Address 5 Years Ago 2021 Census Females,Mi_Liv_SA_5yrs_ag_C21_F,T29,2021
"Selected Labour Force, Education And Migration Characteristics",Migration Lived At Same Address 5 Years Ago 2021 Census Persons,Mi_Liv_SA_5yrs_ag_C21_P,T29,2021
"Selected Labour Force, Education And Migration Characteristics",Migration Lived At Different Address 5 Years Ago 2011 Census Males,Mi_Liv_DA_5yrs_ag_C11_M,T29,2011
"Selected Labour Force, Education And Migration Characteristics",Migration Lived At Different Address 5 Years Ago 2011 Census Females,Mi_Liv_DA_5yrs_ag_C11_F,T29,2011
"Selected Labour Force, Education And Migration Characteristics",Migration Lived At Different Address 5 Years Ago 2011 Census Persons,Mi_Liv_DA_5yrs_ag_C11_P,T29,2011
"Selected Labour Force, Education And Migration Characteristics",Migration Lived At Different Address 5 Years Ago 2016 Census Males,Mi_Liv_DA_5yrs_ag_C16_M,T29,2016
"Selected Labour Force, Education And Migration Characteristics",Migration Lived At Different Address 5 Years Ago 2016 Census Females,Mi_Liv_DA_5yrs_ag_C16_F,T29,2016
"Selected Labour Force, Education And Migration Characteristics",Migration Lived At Different Address 5 Years Ago 2016 Census Persons,Mi_Liv_DA_5yrs_ag_C16_P,T29,2016
"Selected Labour Force, Education And Migration Characteristics",Migration Lived At Different Address 5 Years Ago 2021 Census Males,Mi_Liv_DA_5yrs_ag_C21_M,T29,2021
"Selected Labour Force, Education And Migration Characteristics",Migration Lived At Different Address 5 Years Ago 2021 Census Females,Mi_Liv_DA_5yrs_ag_C21_F,T29,2021
"Selected Labour Force, Education And Migration Characteristics",Migration Lived At Different Address 5 Years Ago 2021 Census Persons,Mi_Liv_DA_5yrs_ag_C21_P,T29,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Advanced Diploma And Diploma Level Age 15 19 Years,C16_P_AdD_DL_15_19,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Advanced Diploma And Diploma Level Age 20 24 Years,C16_P_AdD_DL_20_24,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Advanced Diploma And Diploma Level Age 25 34 Years,C16_P_AdD_DL_25_34,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Advanced Diploma And Diploma Level Age 35 44 Years,C16_P_AdD_DL_35_44,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Advanced Diploma And Diploma Level Age 45 54 Years,C16_P_AdD_DL_45_54,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Advanced Diploma And Diploma Level Age 55 64 Years,C16_P_AdD_DL_55_64,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Advanced Diploma And Diploma Level Age 65 74 Years,C16_P_AdD_DL_65_74,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Advanced Diploma And Diploma Level Age 75 84 Years,C16_P_AdD_DL_75_84,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Advanced Diploma And Diploma Level Age 85 Years And Over,C16_P_AdD_DL_85over,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Advanced Diploma And Diploma Level Total,C16_P_AdD_DL_Tot,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Certificate Iii And Iv Level Age 15 19 Years,C16_P_CL_C_III_IV_15_19,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Certificate Iii And Iv Level Age 20 24 Years,C16_P_CL_C_III_IV_20_24,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Certificate Iii And Iv Level Age 25 34 Years,C16_P_CL_C_III_IV_25_34,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Certificate Iii And Iv Level Age 35 44 Years,C16_P_CL_C_III_IV_35_44,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Certificate Iii And Iv Level Age 45 54 Years,C16_P_CL_C_III_IV_45_54,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Certificate Iii And Iv Level Age 55 64 Years,C16_P_CL_C_III_IV_55_64,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Certificate Iii And Iv Level Age 65 74 Years,C16_P_CL_C_III_IV_65_74,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Certificate Iii And Iv Level Age 75 84 Years,C16_P_CL_C_III_IV_75_84,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Certificate Iii And Iv Level Age 85 Years And Over,C16_P_CL_C_III_IV_85over,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Certificate Iii And Iv Level Total,C16_P_CL_C_III_IV_Tot,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Certificate I And Ii Level Age 15 19 Years,C16_P_CL_C_I_II_15_19,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Certificate I And Ii Level Age 20 24 Years,C16_P_CL_C_I_II_20_24,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Certificate I And Ii Level Age 25 34 Years,C16_P_CL_C_I_II_25_34,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Certificate I And Ii Level Age 35 44 Years,C16_P_CL_C_I_II_35_44,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Certificate I And Ii Level Age 45 54 Years,C16_P_CL_C_I_II_45_54,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Certificate I And Ii Level Age 55 64 Years,C16_P_CL_C_I_II_55_64,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Certificate I And Ii Level Age 65 74 Years,C16_P_CL_C_I_II_65_74,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Certificate I And Ii Level Age 75 84 Years,C16_P_CL_C_I_II_75_84,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Certificate I And Ii Level Age 85 Years And Over,C16_P_CL_C_I_II_85over,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Certificate I And Ii Level Total,C16_P_CL_C_I_II_Tot,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Certificate Level Nfd Age 15 19 Years,C16_P_CL_CL_nfd_15_19,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Certificate Level Nfd Age 20 24 Years,C16_P_CL_CL_nfd_20_24,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Certificate Level Nfd Age 25 34 Years,C16_P_CL_CL_nfd_25_34,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Certificate Level Nfd Age 35 44 Years,C16_P_CL_CL_nfd_35_44,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Certificate Level Nfd Age 45 54 Years,C16_P_CL_CL_nfd_45_54,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Certificate Level Nfd Age 55 64 Years,C16_P_CL_CL_nfd_55_64,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Certificate Level Nfd Age 65 74 Years,C16_P_CL_CL_nfd_65_74,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Certificate Level Nfd Age 75 84 Years,C16_P_CL_CL_nfd_75_84,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Certificate Level Nfd Age 85 Years And Over,C16_P_CL_CL_nfd_85over,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Certificate Level Nfd Total,C16_P_CL_CL_nfd_Tot,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Total Age 15 19 Years,C16_P_CL_Tot_15_19,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Total Age 20 24 Years,C16_P_CL_Tot_20_24,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Total Age 25 34 Years,C16_P_CL_Tot_25_34,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Total Age 35 44 Years,C16_P_CL_Tot_35_44,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Total Age 45 54 Years,C16_P_CL_Tot_45_54,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Total Age 55 64 Years,C16_P_CL_Tot_55_64,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Total Age 65 74 Years,C16_P_CL_Tot_65_74,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Total Age 75 84 Years,C16_P_CL_Tot_75_84,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Total Age 85 Years And Over,C16_P_CL_Tot_85over,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Certificate Level Total Total,C16_P_CL_Tot_Tot,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Level Of Education Inadequately Described Age 15 19 Years,C16_P_LE_ID_15_19,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Level Of Education Inadequately Described Age 20 24 Years,C16_P_LE_ID_20_24,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Level Of Education Inadequately Described Age 25 34 Years,C16_P_LE_ID_25_34,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Level Of Education Inadequately Described Age 35 44 Years,C16_P_LE_ID_35_44,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Level Of Education Inadequately Described Age 45 54 Years,C16_P_LE_ID_45_54,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Level Of Education Inadequately Described Age 55 64 Years,C16_P_LE_ID_55_64,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Level Of Education Inadequately Described Age 65 74 Years,C16_P_LE_ID_65_74,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Level Of Education Inadequately Described Age 75 84 Years,C16_P_LE_ID_75_84,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Level Of Education Inadequately Described Age 85 Years And Over,C16_P_LE_ID_85over,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Level Of Education Inadequately Described Total,C16_P_LE_ID_Tot,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Level Of Education Not Stated Age 15 19 Years,C16_P_LE_NS_15_19,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Level Of Education Not Stated Age 20 24 Years,C16_P_LE_NS_20_24,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Level Of Education Not Stated Age 25 34 Years,C16_P_LE_NS_25_34,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Level Of Education Not Stated Age 35 44 Years,C16_P_LE_NS_35_44,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Level Of Education Not Stated Age 45 54 Years,C16_P_LE_NS_45_54,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Level Of Education Not Stated Age 55 64 Years,C16_P_LE_NS_55_64,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Level Of Education Not Stated Age 65 74 Years,C16_P_LE_NS_65_74,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Level Of Education Not Stated Age 75 84 Years,C16_P_LE_NS_75_84,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Level Of Education Not Stated Age 85 Years And Over,C16_P_LE_NS_85over,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Level Of Education Not Stated Total,C16_P_LE_NS_Tot,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Total Age 15 19 Years,C16_P_Tot_15_19_yrs,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Total Age 20 24 Years,C16_P_Tot_20_24_yrs,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Total Age 25 34 Years,C16_P_Tot_25_34_yrs,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Total Age 35 44 Years,C16_P_Tot_35_44_yrs,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Total Age 45 54 Years,C16_P_Tot_45_54_yrs,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Total Age 55 64 Years,C16_P_Tot_55_64_yrs,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Total Age 65 74 Years,C16_P_Tot_65_74_yrs,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Total Age 75 84 Years,C16_P_Tot_75_84_yrs,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Total Age 85 Years And Over,C16_P_Tot_85over,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2016 Census Persons Total Total,C16_P_Tot_Tot,T31E,2016
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Postgraduate Degree Level Age 15 19 Years,C21_P_Post_Deg_15_19_yrs,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Postgraduate Degree Level Age 20 24 Years,C21_P_Post_Deg_20_24_yrs,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Postgraduate Degree Level Age 25 34 Years,C21_P_Post_Deg_25_34_yrs,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Postgraduate Degree Level Age 35 44 Years,C21_P_Post_Deg_35_44_yrs,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Postgraduate Degree Level Age 45 54 Years,C21_P_Post_Deg_45_54_yrs,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Postgraduate Degree Level Age 55 64 Years,C21_P_Post_Deg_55_64_yrs,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Postgraduate Degree Level Age 65 74 Years,C21_P_Post_Deg_65_74_yrs,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Postgraduate Degree Level Age 75 84 Years,C21_P_Post_Deg_75_84_yrs,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Postgraduate Degree Level Age 85 Years And Over,C21_P_Post_Deg_85over,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Postgraduate Degree Level Total,C21_P_Post_Deg_Tot,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Graduate Diploma And Graduate Certificate Level Age 15 19 Years,C21_P_GrDip_GrCe_15_19,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Graduate Diploma And Graduate Certificate Level Age 20 24 Years,C21_P_GrDip_GrCe_20_24,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Graduate Diploma And Graduate Certificate Level Age 25 34 Years,C21_P_GrDip_GrCe_25_34,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Graduate Diploma And Graduate Certificate Level Age 35 44 Years,C21_P_GrDip_GrCe_35_44,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Graduate Diploma And Graduate Certificate Level Age 45 54 Years,C21_P_GrDip_GrCe_45_54,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Graduate Diploma And Graduate Certificate Level Age 55 64 Years,C21_P_GrDip_GrCe_55_64,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Graduate Diploma And Graduate Certificate Level Age 65 74 Years,C21_P_GrDip_GrCe_65_74,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Graduate Diploma And Graduate Certificate Level Age 75 84 Years,C21_P_GrDip_GrCe_75_84,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Graduate Diploma And Graduate Certificate Level Age 85 Years And Over,C21_P_GrDip_GrCe_85over,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Graduate Diploma And Graduate Certificate Level Total,C21_P_GrDip_GrCe_Tot,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Bachelor Degree Level Age 15 19 Years,C21_P_BD_15_19,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Bachelor Degree Level Age 20 24 Years,C21_P_BD_20_24,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Bachelor Degree Level Age 25 34 Years,C21_P_BD_25_34,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Bachelor Degree Level Age 35 44 Years,C21_P_BD_35_44,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Bachelor Degree Level Age 45 54 Years,C21_P_BD_45_54,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Bachelor Degree Level Age 55 64 Years,C21_P_BD_55_64,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Bachelor Degree Level Age 65 74 Years,C21_P_BD_65_74,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Bachelor Degree Level Age 75 84 Years,C21_P_BD_75_84,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Bachelor Degree Level Age 85 Years And Over,C21_P_BD_85over,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Bachelor Degree Level Total,C21_P_BD_Tot,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Advanced Diploma And Diploma Level Age 15 19 Years,C21_P_AdD_DL_15_19,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Advanced Diploma And Diploma Level Age 20 24 Years,C21_P_AdD_DL_20_24,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Advanced Diploma And Diploma Level Age 25 34 Years,C21_P_AdD_DL_25_34,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Advanced Diploma And Diploma Level Age 35 44 Years,C21_P_AdD_DL_35_44,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Advanced Diploma And Diploma Level Age 45 54 Years,C21_P_AdD_DL_45_54,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Advanced Diploma And Diploma Level Age 55 64 Years,C21_P_AdD_DL_55_64,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Advanced Diploma And Diploma Level Age 65 74 Years,C21_P_AdD_DL_65_74,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Advanced Diploma And Diploma Level Age 75 84 Years,C21_P_AdD_DL_75_84,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Advanced Diploma And Diploma Level Age 85 Years And Over,C21_P_AdD_DL_85over,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Advanced Diploma And Diploma Level Total,C21_P_AdD_DL_Tot,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Certificate Iii And Iv Level Age 15 19 Years,C21_P_CL_C_III_IV_15_19,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Certificate Iii And Iv Level Age 20 24 Years,C21_P_CL_C_III_IV_20_24,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Certificate Iii And Iv Level Age 25 34 Years,C21_P_CL_C_III_IV_25_34,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Certificate Iii And Iv Level Age 35 44 Years,C21_P_CL_C_III_IV_35_44,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Certificate Iii And Iv Level Age 45 54 Years,C21_P_CL_C_III_IV_45_54,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Certificate Iii And Iv Level Age 55 64 Years,C21_P_CL_C_III_IV_55_64,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Certificate Iii And Iv Level Age 65 74 Years,C21_P_CL_C_III_IV_65_74,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Certificate Iii And Iv Level Age 75 84 Years,C21_P_CL_C_III_IV_75_84,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Certificate Iii And Iv Level Age 85 Years And Over,C21_P_CL_C_III_IV_85over,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Certificate Iii And Iv Level Total,C21_P_CL_C_III_IV_Tot,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Certificate I And Ii Level Age 15 19 Years,C21_P_CL_C_I_II_15_19,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Certificate I And Ii Level Age 20 24 Years,C21_P_CL_C_I_II_20_24,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Certificate I And Ii Level Age 25 34 Years,C21_P_CL_C_I_II_25_34,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Certificate I And Ii Level Age 35 44 Years,C21_P_CL_C_I_II_35_44,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Certificate I And Ii Level Age 45 54 Years,C21_P_CL_C_I_II_45_54,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Certificate I And Ii Level Age 55 64 Years,C21_P_CL_C_I_II_55_64,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Certificate I And Ii Level Age 65 74 Years,C21_P_CL_C_I_II_65_74,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Certificate I And Ii Level Age 75 84 Years,C21_P_CL_C_I_II_75_84,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Certificate I And Ii Level Age 85 Years And Over,C21_P_CL_C_I_II_85over,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Certificate I And Ii Level Total,C21_P_CL_C_I_II_Tot,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Certificate Level Nfd Age 15 19 Years,C21_P_CL_CL_nfd_15_19,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Certificate Level Nfd Age 20 24 Years,C21_P_CL_CL_nfd_20_24,T31E,2021
Highest Non-School Qualification: Level Of Education By Age By Sex,2021 Census Persons Certificate Level Certificate Level Nfd Age 25 34 Years,C21_P_CL_CL_nfd_25_34,T31E,2021
